timestamp,open,high,low,close,volume
2025-04-09 15:57:09.626062,30329.045843377164,30349.05076901413,30186.630736829346,30301.02849180674,5614.689889568176
2025-04-09 16:57:09.626062,30222.06962980729,30238.880943734755,30186.629215375848,30220.267584072168,39837.63206638121
2025-04-09 17:57:09.626062,30594.95021786541,30730.701131566642,30532.98514464164,30614.756029481367,1473.8132496163614
2025-04-09 18:57:09.626062,31572.390452456217,31563.820241717196,31519.692013647254,31550.36125467527,11732.469495159723
2025-04-09 19:57:09.626062,31418.121528651292,31405.839537319316,31308.575292302932,31405.763819570286,13517.30719170619
2025-04-09 20:57:09.626062,31289.824783198022,31312.926783639025,31194.145568839318,31261.83939652466,41494.94228210059
2025-04-09 21:57:09.626062,32272.833310379094,32294.87196950096,32221.9577766913,32252.347528690825,22530.626776433728
2025-04-09 22:57:09.626062,32784.97768080969,32812.016172213596,32744.47091173672,32750.604195248216,5401.526869216444
2025-04-09 23:57:09.626062,32429.001421230674,32550.686817228405,32360.333288329606,32446.367859796483,8225.602902664594
2025-04-10 00:57:09.626062,32844.907309532085,32851.73188221402,32717.25225935703,32801.69455178681,26867.697552942715
2025-04-10 01:57:09.626062,32507.379185308535,32550.95273393998,32410.14165290958,32500.957009051424,20351.96320352761
2025-04-10 02:57:09.626062,32268.30030950326,32262.006381045125,32163.888333886545,32201.473850779872,12343.38894171454
2025-04-10 03:57:09.626062,32338.22235387698,32414.209315821117,32293.319864189394,32360.524833379128,13618.251723499961
2025-04-10 04:57:09.626062,31179.498510488072,31137.53168617129,31030.885119745522,31125.46582845322,44186.20861798916
2025-04-10 05:57:09.626062,30060.749123184203,30070.700835790514,29884.561208436757,30054.800953980586,13125.43759047587
2025-04-10 06:57:09.626062,29700.457614397157,29838.926486757457,29693.000920675153,29719.817638671127,20169.135230245873
2025-04-10 07:57:09.626062,29106.675370148318,29157.774216703616,29088.63226653116,29120.766496532793,192901.8111826214
2025-04-10 08:57:09.626062,29297.312714286465,29379.338187647067,29236.349612544083,29306.70103707575,5304.534835915642
2025-04-10 09:57:09.626062,28789.614301323076,28780.85731636009,28750.750737979106,28777.407904864114,3457.002864138537
2025-04-10 10:57:09.626062,27982.059220172545,27982.95189567001,27944.423756369863,27967.436851677096,48222.918028207816
2025-04-10 11:57:09.626062,28773.52553576467,28868.389220479803,28723.60068110286,28790.0423831933,11174.13418587203
2025-04-10 12:57:09.626062,28662.22112851888,28737.948428929416,28555.734691694244,28662.91920222906,16022.711640661495
2025-04-10 13:57:09.626062,28765.98939587898,28877.843756488972,28682.19201710274,28704.496603646116,10085.395052118914
2025-04-10 14:57:09.626062,27937.61366416065,27899.688383153716,27878.81183504619,27889.433463862177,16986.936037494463
2025-04-10 15:57:09.626062,27600.609438647,27687.918956064048,27563.785285743583,27588.57189171814,108938.42704398194
2025-04-10 16:57:09.626062,27653.585558217303,27721.054679667086,27624.339771207284,27652.53466571984,49125.251002203346
2025-04-10 17:57:09.626062,27021.985218655893,27030.071590542597,27016.8810175651,27018.742123192587,52167.94537042618
2025-04-10 18:57:09.626062,27241.16445146696,27251.23081594854,27088.975009149188,27224.461754882428,5344.231020720581
2025-04-10 19:57:09.626062,26872.62963405286,26943.566326589043,26864.728947502736,26900.142900213974,6966.347002665037
2025-04-10 20:57:09.626062,26739.017076103875,26797.977583700864,26721.64184533798,26745.90084345323,1288.0971624637764
2025-04-10 21:57:09.626062,26382.616535476216,26451.88886468505,26374.7941232404,26426.71172578682,9804.719976010783
2025-04-10 22:57:09.626062,27419.288875125676,27436.055032187644,27405.113509313454,27408.346829319027,57337.1013612835
2025-04-10 23:57:09.626062,27421.424487874396,27461.796256679685,27379.19702165672,27403.688931664947,36936.168116859866
2025-04-11 00:57:09.626062,26813.763364349525,26974.790960663897,26808.346728140295,26826.725675023514,17649.92365838065
2025-04-11 01:57:09.626062,27313.65585316063,27292.135023249724,27261.434738181575,27270.73208183859,21540.705781974175
2025-04-11 02:57:09.626062,26574.978479140966,26634.677747368507,26556.361160378434,26607.5931532033,11060.26746000574
2025-04-11 03:57:09.626062,26682.270915244928,26722.767826632684,26710.359177988565,26721.401063726662,27031.520294591443
2025-04-11 04:57:09.626062,25682.53377502794,25767.61888946405,25645.433815999095,25676.770577177147,47376.34248893872
2025-04-11 05:57:09.626062,25023.44228157033,25031.99954521166,24989.419894758143,24997.267685007417,4376.975381189049
2025-04-11 06:57:09.626062,25140.450804525033,25118.731766530145,25068.745528683594,25098.18727197236,29722.145534689076
2025-04-11 07:57:09.626062,25459.692125392066,25498.079051117824,25459.95833836143,25471.380541075912,55962.37511452913
2025-04-11 08:57:09.626062,25588.799819276806,25569.016168250342,25524.694806446914,25561.227413187222,14543.50397980265
2025-04-11 09:57:09.626062,25503.67914953553,25546.612378642472,25400.095179037588,25504.661295007132,44386.94226876237
2025-04-11 10:57:09.626062,25349.24407861962,25410.4651786249,25294.847357065755,25353.620805723036,367564.62939506077
2025-04-11 11:57:09.626062,24628.182173732013,24606.448640129965,24589.89038680797,24606.438449869634,19844.004635403548
2025-04-11 12:57:09.626062,24270.464908136415,24255.094201506363,24234.00283666358,24254.643049567432,32640.432186727725
2025-04-11 13:57:09.626062,23995.729530920715,24049.37692595127,23976.067589100465,24033.615934583966,10529.571555763978
2025-04-11 14:57:09.626062,24580.389113681787,24551.766734233774,24476.815561442665,24544.148687794586,26403.481689111937
2025-04-11 15:57:09.626062,24749.388813996196,24756.06453888738,24680.21140519801,24715.27947048364,34901.03015123664
2025-04-11 16:57:09.626062,23831.353057951797,23887.626038464718,23832.508774833077,23846.270395281193,26764.78581240974
2025-04-11 17:57:09.626062,24012.719460475142,24034.812729920082,23965.593686955075,24003.218901620006,7945.052447663105
2025-04-11 18:57:09.626062,23832.523110070262,23835.22490467042,23738.099940058604,23820.75493807081,27074.883563028598
2025-04-11 19:57:09.626062,23506.767152563432,23563.898811153816,23460.37176488305,23500.64115193508,95053.57307279778
2025-04-11 20:57:09.626062,23777.394887792194,23829.468002138216,23764.053458577706,23790.486915354206,34497.28017879486
2025-04-11 21:57:09.626062,24267.116260968145,24306.55412532118,24273.499045363882,24283.42557703927,57640.87261616643
2025-04-11 22:57:09.626062,24737.515188502108,24781.408885661127,24678.669444652754,24738.14734887566,17378.481596031215
2025-04-11 23:57:09.626062,24353.93453986265,24338.18125127171,24306.157239615473,24325.407428665745,46625.376847040774
2025-04-12 00:57:09.626062,24190.548470354854,24186.76663254288,24162.055236386346,24177.40562891728,29122.54333264044
2025-04-12 01:57:09.626062,24330.984421740133,24381.42689810928,24323.801528570148,24340.005176501592,8510.783370876514
2025-04-12 02:57:09.626062,24836.48615104859,24824.153049187844,24812.69942004292,24817.33464590062,30288.42801334605
